pokedex_number,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
820,Greedent,Galar,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,,,,Medium Fast,1,Field,,,20
821,Rookidee,Galar,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,,,,Medium Slow,1,Flying,,,15
822,Corvisquire,Galar,8,Normal,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,,,,Medium Slow,1,Flying,,,15
823,Corviknight,Galar,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,,,,Medium Slow,1,Flying,,,15
824,Blipbug,Galar,8,Normal,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,,,,Medium Fast,1,Bug,,,15
825,Dottler,Galar,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,,,,Medium Fast,1,Bug,,,15
826,Orbeetle,Galar,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,,,,Medium Fast,1,Bug,,,15
827,Nickit,Galar,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,,,,Fast,1,Field,,,15
828,Thievul,Galar,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,,,,Fast,1,Field,,,15
829,Gossifleur,Galar,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,,,,Medium Fast,1,Grass,,,20
830,Eldegoss,Galar,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,,,,Medium Fast,1,Grass,,,20
831,Wooloo,Galar,8,Normal,Sheep Pokémon,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,,,,Medium Fast,1,Field,,,15
832,Dubwool,Galar,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,,,,Medium Fast,1,Field,,,15
833,Chewtle,Galar,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,,,,Medium Fast,2,Monster,Water 1,,20
834,Drednaw,Galar,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,,,,Medium Fast,2,Monster,Water 1,,20
835,Yamper,Galar,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,,,,Fast,1,Field,,,20
836,Boltund,Galar,8,Normal,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,,,,Fast,1,Field,,,20
837,Rolycoly,Galar,8,Normal,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,,,,Medium Slow,1,Mineral,,,15
838,Carkol,Galar,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,,,,Medium Slow,1,Mineral,,,15
839,Coalossal,Galar,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,,,,Medium Slow,1,Mineral,,,15
840,Applin,Galar,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,,,,Erratic,2,Dragon,Grass,,20
841,Flapple,Galar,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,,,,Erratic,2,Dragon,Grass,,20
842,Appletun,Galar,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,,,,Erratic,2,Dragon,Grass,,20
843,Silicobra,Galar,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,,,,Medium Fast,2,Dragon,Field,,20
844,Sandaconda,Galar,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,,,,Medium Fast,2,Dragon,Field,,20
845,Cramorant,Galar,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,95,85,,,,Medium Fast,2,Flying,Water 1,,20
846,Arrokuda,Galar,8,Normal,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,,,,Slow,1,Water 2,,,20
847,Barraskewda,Galar,8,Normal,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,,,,Slow,1,Water 2,,,20
848,Toxel,Galar,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,242,40,38,35,54,35,40,,,,Medium Slow,1,Undiscovered,,,25
849,Toxtricity Low Key Form,Galar,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Minus,Technician,502,75,98,70,114,70,75,,,,Medium Slow,1,Human-Like,,,25
849,Toxtricity Amped Form,Galar,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,502,75,98,70,114,70,75,,,,Medium Slow,1,Human-Like,,,25
850,Sizzlipede,Galar,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45,,,,Medium Fast,1,Bug,,,20
851,Centiskorch,Galar,8,Normal,Radiator Pokémon,2,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65,,,,Medium Fast,1,Bug,,,20
852,Clobbopus,Galar,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4,2,Limber,,Technician,310,50,68,60,50,50,32,,,,Medium Slow,2,Human-Like,Water 1,,25
853,Grapploct,Galar,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39,2,Limber,,Technician,480,80,118,90,70,80,42,,,,Medium Slow,2,Human-Like,Water 1,,25
854,Sinistea,Galar,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,74,54,50,,,,Medium Fast,2,Amorphous,Mineral,,20
855,Polteageist,Galar,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,134,114,70,,,,Medium Fast,2,Amorphous,Mineral,,20
856,Hatenna,Galar,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39,,,,Slow,1,Fairy,,,20
857,Hattrem,Galar,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49,,,,Slow,1,Fairy,,,20
858,Hatterene,Galar,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5,3,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29,,,,Slow,1,Fairy,,,20
859,Impidimp,Galar,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50,,,,Medium Fast,2,Fairy,Human-Like,,20
860,Morgrem,Galar,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70,,,,Medium Fast,2,Fairy,Human-Like,,20
861,Grimmsnarl,Galar,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,3,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60,,,,Medium Fast,2,Fairy,Human-Like,,20
862,Obstagoon,Galar,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46,3,Reckless,Guts,Defiant,520,93,90,101,60,81,95,,,,Medium Fast,1,Field,,,15
863,Perrserker,Galar,8,Normal,Viking Pokémon,1,Steel,,0.8,28,3,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50,,,,Medium Fast,1,Field,,,20
864,Cursola,Galar,8,Normal,Coral Pokémon,1,Ghost,,1,0.4,2,Weak Armor,,Perish Body,510,60,95,50,145,130,30,,,,Fast,2,Water 1,Water 3,,20
865,Sirfetch'd,Galar,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117,2,Steadfast,,Scrappy,507,62,135,95,68,82,65,,,,Medium Fast,2,Field,Flying,,20
866,Mr. Rime,Galar,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,110,100,70,,,,Medium Fast,1,Human-Like,,,25
867,Runerigus,Galar,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,,,483,58,95,145,50,105,30,,,,Medium Fast,2,Amorphous,Mineral,,25
868,Milcery,Galar,8,Normal,Cream Pokémon,1,Fairy,,0.2,0.3,2,Sweet Veil,,Aroma Veil,270,45,40,40,50,61,34,,,,Medium Fast,2,Amorphous,Fairy,,20
869,Alcremie,Galar,8,Normal,Cream Pokémon,1,Fairy,,0.3,0.5,2,Sweet Veil,,Aroma Veil,495,65,60,75,110,121,64,,,,Medium Fast,2,Amorphous,Fairy,,20
870,Falinks,Galar,8,Normal,Formation Pokémon,1,Fighting,,3,62,2,Battle Armor,,Defiant,470,65,100,100,70,60,75,,,,Medium Fast,2,Fairy,Mineral,,25
871,Pincurchin,Galar,8,Normal,Sea Urchin Pokémon,1,Electric,,0.3,1,2,Lightning Rod,,Electric Surge,435,48,101,95,91,85,15,,,,Medium Fast,2,Amorphous,Water 1,,20
872,Snom,Galar,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,,Ice Scales,185,30,25,35,45,30,20,,,,Medium Fast,1,Bug,,,20
873,Frosmoth,Galar,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42,2,Shield Dust,,Ice Scales,475,70,65,60,125,90,65,,,,Medium Fast,1,Bug,,,20
874,Stonjourner,Galar,8,Normal,Big Rock Pokémon,1,Rock,,2.5,520,1,Power Spot,,,470,100,125,135,20,20,70,,,,Slow,1,Mineral,,,25
875,Eiscue Ice Face,Galar,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,110,65,90,50,,,,Slow,2,Field,Water 1,,25
875,Eiscue Noice Face,Galar,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,70,65,50,130,,,,Slow,2,Field,Water 1,,25
876,Indeedee Male,Galar,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,105,95,95,,,,Fast,1,Fairy,,,40
876,Indeedee Female,Galar,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Own Tempo,Synchronize,Psychic Surge,475,70,55,65,95,105,85,,,,Fast,1,Fairy,,,40
877,Morpeko Full Belly Mode,Galar,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,70,58,97,,,,Medium Fast,2,Fairy,Field,,10
877,Morpeko Hangry Mode,Galar,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,70,58,97,,,,Medium Fast,2,Fairy,Field,,10
878,Cufant,Galar,8,Normal,Copperderm Pokémon,1,Steel,,1.2,100,2,Sheer Force,,Heavy Metal,330,72,80,49,40,49,40,,,,Medium Fast,2,Field,Mineral,,25
879,Copperajah,Galar,8,Normal,Copperderm Pokémon,1,Steel,,3,650,2,Sheer Force,,Heavy Metal,500,122,130,69,80,69,30,,,,Medium Fast,2,Field,Mineral,,25
880,Dracozolt,Galar,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190,3,Volt Absorb,Hustle,Sand Rush,505,90,100,90,80,70,75,,,,Slow,1,Undiscovered,,,35
881,Arctozolt,Galar,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150,3,Volt Absorb,Static,Slush Rush,505,90,100,90,90,80,55,,,,Slow,1,Undiscovered,,,35
882,Dracovish,Galar,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215,3,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,70,80,75,,,,Slow,1,Undiscovered,,,35
883,Arctovish,Galar,8,Normal,Fossil Pokémon,2,Water,Ice,2,175,3,Water Absorb,Ice Body,Slush Rush,505,90,90,100,80,90,55,,,,Slow,1,Undiscovered,,,35
884,Duraludon,Galar,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40,3,Light Metal,Heavy Metal,Stalwart,535,70,95,115,120,50,85,,,,Medium Fast,2,Dragon,Mineral,,30
885,Dreepy,Galar,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2,3,Clear Body,Infiltrator,Cursed Body,270,28,60,30,40,30,82,,,,Slow,2,Amorphous,Dragon,,40
886,Drakloak,Galar,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11,3,Clear Body,Infiltrator,Cursed Body,410,68,80,50,60,50,102,,,,Slow,2,Amorphous,Dragon,,40
887,Dragapult,Galar,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3,50,3,Clear Body,Infiltrator,Cursed Body,600,88,120,75,100,75,142,,,,Slow,2,Amorphous,Dragon,,40
888,Zacian Crowned Sword,Galar,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355,1,Intrepid Sword,,,720,92,170,115,80,115,148,,,,Slow,1,Undiscovered,,,120
888,Zacian Hero of Many Battles,Galar,8,Legendary,Warrior Pokémon,1,Fairy,,2.8,110,1,Intrepid Sword,,,670,92,130,115,80,115,138,,,,Slow,1,Undiscovered,,,120
889,Zamazenta Crowned Shield,Galar,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785,1,Dauntless Shield,,,720,92,130,145,80,145,128,,,,Slow,1,Undiscovered,,,120
889,Zamazenta Hero of Many Battles,Galar,8,Legendary,Warrior Pokémon,1,Fighting,,2.9,210,1,Dauntless Shield,,,670,92,130,115,80,115,138,,,,Slow,1,Undiscovered,,,120
890,Eternatus,Galar,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20,950,1,Pressure,,,690,140,85,95,145,95,130,,,,Slow,1,Undiscovered,,,120
890,Eternatus Eternamax,Galar,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,100,,0,,,,1125,255,115,250,125,250,130,,,,Slow,1,Undiscovered,,,120
